Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,14/12/2016,14/12/2016,"124,802.70",,GBP,"231-PURCH 1,900 RECKITT BENCKISER Your Ref : YMIDL3RIH4WO00 Our Ref : 2705100070413623 GB00B24CGK77 RECKITT BENCKISER for securities account LX003111651 Trade Date : 12/12/2016 Unit price : 65.338811 GBP",070413623,YMIDL3RIH4WO00,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,14/12/2016,14/12/2016,"163,492.94",,GBP,"231-PURCH 26,000 SAGE GROUP Your Ref : YMIDL3RII5YY00 Our Ref : 2705100070417887 GB00B8C3BL03 SAGE GROUP for securities account LX003111651 Trade Date : 12/12/2016 Unit price : 6.255 GBP",070417887,YMIDL3RII5YY00,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,15/12/2016,15/12/2016,"1,000,000.00",,GBP,"332-WGS000034070313-BOM- SPOT FOREIGN EXCHANGE : your purchase of EUR 1,194,457.72 against GBP 1,000,000.00 at the rate of GBP/EUR 0.83720000 Transaction date : 13/12/2016 Value date : 15/12/2016",WGS034070313,WGSVBHFVP,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,06/12/2016,06/12/2016,,"4,319.70",USD,"241-DIVIDEND Our Ref : US12673P1057 1611/ /COUP/1/ 24,200 C A INC for securities account LX003111651 Ex Date : 15/11/2016 Unit price : 0.25500000 USD Gross : 6,171.00 USD Tax : 30.0000",FR11020737002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,08/12/2016,06/12/2016,,"4,760.00",USD,"241-DIVIDEND Our Ref : US4781601046 1611/ /COUP/1/ 8,500 JOHNSON JOHNSON for securities account LX003111651 Ex Date : 18/11/2016 Unit price : 0.80000000 USD Gross : 6,800.00 USD Tax : 30.0000",FR10895324002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,09/12/2016,09/12/2016,,"2,625.00",USD,"241-DIVIDEND Our Ref : US30231G1022 1611/ /COUP/1/ 5,000 EXXON MOBIL for securities account LX003111651 Ex Date : 08/11/2016 Unit price : 0.75000000 USD Gross : 3,750.00 USD Tax : 30.0000",FR11036439002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,09/12/2016,09/12/2016,,"4,032.00",USD,"241-DIVIDEND Our Ref : US2910111044 1611/ /COUP/1/ 12,000 EMERSON ELECTRIC for securities account LX003111651 Ex Date : 08/11/2016 Unit price : 0.48000000 USD Gross : 5,760.00 USD Tax : 30.0000",FR11036622002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,09/12/2016,08/12/2016,,"1,897.35",USD,"241-DIVIDEND Our Ref : US5949181045 1611/ /COUP/3/ 6,950 MICROSOFT for securities account LX003111651 Ex Date : 15/11/2016 Unit price : 0.39000000 USD Gross : 2,710.50 USD Tax : 30.0000",FR11031366002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,09/12/2016,09/12/2016,,"1,535.10",USD,"241-DIVIDEND Our Ref : US5324571083 1611/ /COUP/3/ 4,300 ELI LILLY for securities account LX003111651 Ex Date : 10/11/2016 Unit price : 0.51000000 USD Gross : 2,193.00 USD Tax : 30.0000",FR10876438002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,12/12/2016,12/12/2016,,"2,902.28",USD,"241-DIVIDEND Our Ref : US1667641005 1611/ /COUP/3/ 3,839 CHEVRON for securities account LX003111651 Ex Date : 16/11/2016 Unit price : 1.08000000 USD Gross : 4,146.12 USD Tax : 30.0000",FR11064552002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/12/2016,12/12/2016,,"2,772.00",USD,"241-DIVIDEND Our Ref : US9130171096 1611/ /COUP/1/ 6,000 UNITED TECHNO. for securities account LX003111651 Ex Date : 16/11/2016 Unit price : 0.66000000 USD Gross : 3,960.00 USD Tax : 30.0000",FR10862574002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/12/2016,13/12/2016,13.44,,USD,commissions de compensation,,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/12/2016,13/12/2016,"2,840.00",,USD,MARGE CACEIS d riv s list s Du 13/12/2016 .,,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/12/2016,13/12/2016,"41,800.00",,USD,DEPOSIT CACEIS d riv s list s Du 13/12/2016 .,,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/12/2016,13/12/2016,1.60,,USD,commissions de courtage,,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/12/2016,13/12/2016,,"6,035.00",USD,"241-DIVIDEND Our Ref : NL0009434992 1611/ /COUP/1/ 7,100 LYONDELLBASELL A for securities account LX003111651 Ex Date : 25/11/2016 Unit price : 0.85000000 USD Gross : 6,035.00 USD Tax : 0",FR11045364004,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,14/12/2016,14/12/2016,,"6,960.00",USD,MARGE CACEIS d riv s list s Du 14/12/2016 .,,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/12/2016,15/12/2016,"261,700.49",,USD,"231-PURCH 3,825 QUALCOMM Your Ref : YMIDL3RIVHK200 Our Ref : 2705100070418108 US7475251036 QUALCOMM for securities account LX003111651 Trade Date : 12/12/2016 Unit price : 68.408429 USD",070418108,YMIDL3RIVHK200,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/12/2016,15/12/2016,,"343,965.60",USD,"232-SALE 6,000 EMERSON ELECTRIC Your Ref : YMIDL3RIVAED00 Our Ref : 2705100070418092 US2910111044 EMERSON ELECTRIC for securities account LX003111651 Trade Date : 12/12/2016 Unit price : 57.33885 USD",070418092,YMIDL3RIVAED00,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/12/2016,15/12/2016,,"200,000.00",USD,"331-WGS000034070325-BOM- SPOT FOREIGN EXCHANGE : your purchase of USD 200,000.00 against EUR 187,934.60 at the rate of USD/EUR 1.06420000 Transaction date : 13/12/2016 Value date : 15/12/2016",WGS034070325,WGSVBHFV3,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/12/2016,15/12/2016,,"1,099.00",USD,"241-DIVIDEND Our Ref : US0382221051 1611/ /COUP/1/ 15,700 APPLIED MATERIALS for securities account LX003111651 Ex Date : 22/11/2016 Unit price : 0.10000000 USD Gross : 1,570.00 USD Tax : 30.0000",FR11051660002,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/12/2016,15/12/2016,"269,620.00",,USD,"231-PURCH 3,500 KLA TENCOR Your Ref : YMIDL3RIVPLF00 Our Ref : 2705100070418085 US4824801009 KLA TENCOR for securities account LX003111651 Trade Date : 12/12/2016 Unit price : 77.024286 USD",070418085,YMIDL3RIVPLF00,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/12/2016,15/12/2016,"6,320.00",,USD,MARGE CACEIS d riv s list s Du 15/12/2016 .,,,16/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/12/2016,15/12/2016,,"249,955.55",USD,"232-SALE 3,200 DARDEN RESTAURANTS Your Ref : YMIDL3RIVEEF00 Our Ref : 2705100070418098 US2371941053 DARDEN RESTAURANTS for securities account LX003111651 Trade Date : 12/12/2016 Unit price : 78.122812 USD",070418098,YMIDL3RIVEEF00,16/12/2016,
