Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,21/02/2017,21/02/2017,,920.00,USD,MARGE CACEIS d riv s list s Du 20/02/2017 .,,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,21/02/2017,21/02/2017,,"4,770.15",USD,"241-DIVIDEND Our Ref : US1491231015 1701/ /COUP/1/ 8,850 CATERPILLAR for securities account LX003111651 Ex Date : 18/01/2017 Unit price : 0.77000000 USD Gross : 6,814.50 USD Tax : 30.0000",FR11299097002,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/02/2017,22/02/2017,,"4,840.00",USD,MARGE CACEIS d riv s list s Du 22/02/2017 .,,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/02/2017,23/02/2017,,360.00,USD,MARGE CACEIS d riv s list s Du 23/02/2017 .,,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,24/02/2017,24/02/2017,,760.00,USD,MARGE CACEIS d riv s list s Du 24/02/2017 .,,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,27/02/2017,27/02/2017,,840.00,USD,MARGE CACEIS d riv s list s Du 27/02/2017 .,,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,27/02/2017,27/02/2017,"2,200.00",,USD,DEPOSIT CACEIS d riv s list s Du 27/02/2017 .,,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,28/02/2017,28/02/2017,,2.00,USD,commissions de courtage,,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,28/02/2017,28/02/2017,"2,010.00",,USD,MARGE CACEIS d riv s list s Du 28/02/2017 .,,,01/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,28/02/2017,28/02/2017,,"55,000.00",USD,DEPOSIT CACEIS d riv s list s Du 28/02/2017 .,,,01/03/2017,
