Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,10/03/2017,10/03/2017,,"2,772.00",USD,"241-DIVIDEND Our Ref : US9130171096 1702/ /COUP/1/ 6,000 UNITED TECHNO. for securities account LX003111651 Ex Date : 15/02/2017 Unit price : 0.66000000 USD Gross : 3,960.00 USD Tax : 30.0000",FR11383183002,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,10/03/2017,10/03/2017,,"2,860.00",USD,MARGE CACEIS d riv s list s Du 10/03/2017 .,,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,10/03/2017,10/03/2017,,"1,565.20",USD,"241-DIVIDEND Our Ref : US5324571083 1702/ /COUP/3/ 4,300 ELI LILLY for securities account LX003111651 Ex Date : 13/02/2017 Unit price : 0.52000000 USD Gross : 2,236.00 USD Tax : 30.0000",FR11381712002,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,10/03/2017,10/03/2017,,"2,902.28",USD,"241-DIVIDEND Our Ref : US1667641005 1702/ /COUP/1/ 3,839 CHEVRON for securities account LX003111651 Ex Date : 14/02/2017 Unit price : 1.08000000 USD Gross : 4,146.12 USD Tax : 30.0000",FR11382215002,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,10/03/2017,10/03/2017,,"2,016.00",USD,"241-DIVIDEND Our Ref : US2910111044 1702/ /COUP/1/ 6,000 EMERSON ELECTRIC for securities account LX003111651 Ex Date : 15/02/2017 Unit price : 0.48000000 USD Gross : 2,880.00 USD Tax : 30.0000",FR11383271002,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,10/03/2017,10/03/2017,,"2,625.00",USD,"241-DIVIDEND Our Ref : US30231G1022 1702/ /COUP/1/ 5,000 EXXON MOBIL for securities account LX003111651 Ex Date : 08/02/2017 Unit price : 0.75000000 USD Gross : 3,750.00 USD Tax : 30.0000",FR11382355002,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"6,035.00",USD,"241-DIVIDEND Our Ref : NL0009434992 1703/ /COUP/1/ 7,100 LYONDELLBASELL A for securities account LX003111651 Ex Date : 02/03/2017 Unit price : 0.85000000 USD Gross : 6,035.00 USD Tax : 0",FR11388216004,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,"471,358.19",,USD,"231-PURCH 6,800 GILEAD SCIENCES Your Ref : YMIDL3ZPRCWU00 Our Ref : 2705100072903831 US3755581036 GILEAD SCIENCES for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 69.307381 USD",072903831,YMIDL3ZPRCWU00,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"356,729.67",USD,"232-SALE 4,300 ELI LILLY Your Ref : YMIDL3ZPQINA00 Our Ref : 2705100072903809 US5324571083 ELI LILLY for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 82.972198 USD",072903809,YMIDL3ZPQINA00,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"317,618.44",USD,"232-SALE 9,400 PFIZER Your Ref : YMIDL3ZPQGKK00 Our Ref : 2705100072903790 US7170811035 PFIZER for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 33.799933 USD",072903790,YMIDL3ZPQGKK00,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"332,499.26",USD,"232-SALE 5,200 ABBVIE Your Ref : YMIDL3ZPQHCM00 Our Ref : 2705100072903798 US00287Y1091 ABBVIE for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 63.95356 USD",072903798,YMIDL3ZPQHCM00,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"424,664.30",USD,"232-SALE 6,500 MERCK Your Ref : YMIDL3ZPQI2J00 Our Ref : 2705100072903820 US58933Y1055 MERCK for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 65.344394 USD",072903820,YMIDL3ZPQI2J00,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"1,021,950.14",USD,"232-SALE 21,100 SEAGATE TECHNOLOGY Your Ref : YMIDL3ZPYIFP00 Our Ref : 2705100072903990 IE00B58JVZ52 SEAGATE TECHNOLOGY for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 48.444712 USD",072903990,YMIDL3ZPYIFP00,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"7,150.00",USD,MARGE CACEIS d riv s list s Du 13/03/2017 .,,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"138,108.49",USD,"232-SALE 2,700 BAXTER INTL Your Ref : YMIDL3ZPQFBR00 Our Ref : 2705100072903785 US0718131099 BAXTER INTL for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 51.162407 USD",072903785,YMIDL3ZPQFBR00,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,14/03/2017,14/03/2017,,"4,160.00",USD,MARGE CACEIS d riv s list s Du 14/03/2017 .,,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,14/03/2017,14/03/2017,,"4,319.70",USD,"241-DIVIDEND Our Ref : US12673P1057 1702/ /COUP/1/ 24,200 C A INC for securities account LX003111651 Ex Date : 14/02/2017 Unit price : 0.25500000 USD Gross : 6,171.00 USD Tax : 30.0000",FR11392302002,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/03/2017,14/03/2017,,"4,760.00",USD,"241-DIVIDEND Our Ref : US4781601046 1702/ /COUP/1/ 8,500 JOHNSON JOHNSON for securities account LX003111651 Ex Date : 24/02/2017 Unit price : 0.80000000 USD Gross : 6,800.00 USD Tax : 30.0000",FR11392074002,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/03/2017,15/03/2017,"11,180.00",,USD,MARGE CACEIS d riv s list s Du 15/03/2017 .,,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/03/2017,15/03/2017,,"1,099.00",USD,"241-DIVIDEND Our Ref : US0382221051 1702/ /COUP/1/ 15,700 APPLIED MATERIALS for securities account LX003111651 Ex Date : 17/02/2017 Unit price : 0.10000000 USD Gross : 1,570.00 USD Tax : 30.0000",FR11397837002,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,16/03/2017,16/03/2017,,"22,360.00",USD,MARGE CACEIS d riv s list s Du 16/03/2017 .,,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,16/03/2017,16/03/2017,10.40,,USD,commissions de courtage,,,20/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,16/03/2017,16/03/2017,87.88,,USD,commissions de compensation,,,20/03/2017,
