Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,01/05/2017,01/05/2017,,"1,254.40",USD,"241-DIVIDEND Our Ref : US2371941053 1704/ /COUP/1/ 3,200 DARDEN RESTAURANTS for securities account LX003111651 Ex Date : 06/04/2017 Unit price : 0.56000000 USD Gross : 1,792.00 USD Tax : 30.0000",FR11622707002,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,01/05/2017,01/05/2017,,"3,427.20",USD,"241-DIVIDEND Our Ref : US3703341046 1704/ /COUP/1/ 10,200 GENERAL MILLS for securities account LX003111651 Ex Date : 06/04/2017 Unit price : 0.48000000 USD Gross : 4,896.00 USD Tax : 30.0000",FR11622243002,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,01/05/2017,01/05/2017,"7,280.00",,USD,MARGE CACEIS derives listes Du 01/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,02/05/2017,02/05/2017,,"8,320.00",USD,MARGE CACEIS derives listes Du 02/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,03/05/2017,03/05/2017,"1,430.00",,USD,MARGE CACEIS derives listes Du 03/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,04/05/2017,04/05/2017,"3,380.00",,USD,MARGE CACEIS derives listes Du 04/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,05/05/2017,05/05/2017,,"2,990.00",USD,MARGE CACEIS derives listes Du 05/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,08/05/2017,08/05/2017,,"15,860.00",USD,MARGE CACEIS derives listes Du 08/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,09/05/2017,09/05/2017,"3,510.00",,USD,MARGE CACEIS derives listes Du 09/05/2017 .,,,10/05/2017,
0031116,TFC DHARMARESEARCH EQUITY FUND,IBAN LU31 007S 0031 1160 8SEK,04/05/2017,04/05/2017,,"85,340.00",SEK,"241-DIVIDEND Our Ref : SE0006886750 1704/ /COUP/1/ 25,100 ATLAS COPCO A for securities account LX003111651 Ex Date : 27/04/2017 Unit price : 3.40000000 SEK Gross : 85,340.00 SEK Tax : 0",FR11646278006,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,03/05/2017,03/05/2017,,"15,330.00",EUR,MARGE CACEIS derives listes Du 03/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,03/05/2017,03/05/2017,979.40,,EUR,DEPOSIT CACEIS derives listes Du 03/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,04/05/2017,26/04/2017,,"17,926.50",EUR,"241-DIVIDEND Our Ref : NL0011794037 1704/ /COUP/1/ 37,000 KON.AHOLD DELHAIZE for securities account LX003111651 Ex Date : 18/04/2017 Unit price : 0.57000000 EUR Gross : 21,090.00 EUR Tax : 15.0000",FR11598570002,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,04/05/2017,04/05/2017,,"14,412.09",EUR,"241-DIVIDEND Our Ref : DE000BAY0017 1705/ /COUP/3/ 7,250 BAYER for securities account LX003111651 Ex Date : 01/05/2017 Unit price : 2.70000000 EUR Gross : 19,575.00 EUR Tax : 26.3750",FR11646514002,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,04/05/2017,04/05/2017,,"13,612.50",EUR,"241-DIVIDEND Our Ref : FR0010411983 1705/ /COUP/1/ 8,250 SCOR REGPT for securities account LX003111651 Ex Date : 02/05/2017 Unit price : 1.65000000 EUR Gross : 13,612.50 EUR Tax : 0",FR11648810002,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,04/05/2017,04/05/2017,"2,190.00",,EUR,MARGE CACEIS derives listes Du 04/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,04/05/2017,04/05/2017,,139.90,EUR,DEPOSIT CACEIS derives listes Du 04/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,05/05/2017,05/05/2017,"1,492.40",,EUR,DEPOSIT CACEIS derives listes Du 05/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,05/05/2017,05/05/2017,,"23,360.00",EUR,MARGE CACEIS derives listes Du 05/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/05/2017,11/04/2017,68.02,,EUR,110-Ext.Ref:PRELT Our Ref: userFPF INT009755170OPE Transfer of EUR 68.02 in favour of CACEIS BANK PARIS PRELT INTERETS DEPOSIT EUREX MARPRELT INTERETS DEPOSIT EUREX MARS 2017,009755170/009935,PRELT,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/05/2017,08/05/2017,,"17,520.00",EUR,MARGE CACEIS derives listes Du 08/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/05/2017,08/05/2017,"1,119.30",,EUR,DEPOSIT CACEIS derives listes Du 08/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,09/05/2017,09/05/2017,730.00,,EUR,MARGE CACEIS derives listes Du 09/05/2017 .,,,10/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,09/05/2017,09/05/2017,,46.60,EUR,DEPOSIT CACEIS derives listes Du 09/05/2017 .,,,10/05/2017,
0031116,TFC DHARMARESEARCH EQUITY FUND,IBAN LU81 007S 0031 1160 5CHF,03/05/2017,03/05/2017,"10,237.50",,CHF,"241-Cancellation DIVIDEND Our Ref : CH0012138605 1704/ /COUP/1/ 10,500 ADECCO GROUP for securities account LX003111651 Ex Date : 28/04/2017 Unit price : 1.50000000 CHF Gross : 15,750.00 CHF Tax : 35.0000",FR11664775005,,10/05/2017,
0031116,TFC DHARMARESEARCH EQUITY FUND,IBAN LU81 007S 0031 1160 5CHF,03/05/2017,03/05/2017,,"10,237.50",CHF,"241-DIVIDEND Our Ref : CH0012138605 1704/ /COUP/1/ 10,500 ADECCO GROUP for securities account LX003111651 Ex Date : 28/04/2017 Unit price : 1.50000000 CHF Gross : 15,750.00 CHF Tax : 35.0000",FR11681795002,,10/05/2017,
0031116,TFC DHARMARESEARCH EQUITY FUND,IBAN LU81 007S 0031 1160 5CHF,03/05/2017,03/05/2017,,"10,237.50",CHF,"241-DIVIDEND Our Ref : CH0012138605 1704/ /COUP/1/ 10,500 ADECCO GROUP for securities account LX003111651 Ex Date : 28/04/2017 Unit price : 1.50000000 CHF Gross : 15,750.00 CHF Tax : 35.0000",FR11664775003,,10/05/2017,
