Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,23/06/2017,23/06/2017,,"444,672.56",GBP,"232-SALE 157,711 BT GROUP Your Ref : YMIDL49JE03V00 Our Ref : 2705100075997682 GB0030913577 BT GROUP for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 2.820393 GBP",075997682,YMIDL49JE03V00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,23/06/2017,23/06/2017,"596,501.15",,GBP,"231-PURCH 64,000 ISH.UK DIV.UCITS Your Ref : YMIDL49JE3D000 Our Ref : 2705100076054762 IE00B0M63060 ISH.UK DIV.UCITS for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 9.3175 GBP",076054762,YMIDL49JE3D000,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,23/06/2017,23/06/2017,,"185,180.04",GBP,"232-SALE 26,000 SAGE GROUP Your Ref : YMIDL49JDYSA00 Our Ref : 2705100075997247 GB00B8C3BL03 SAGE GROUP for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 7.124485 GBP",075997247,YMIDL49JDYSA00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,23/06/2017,23/06/2017,,"6,980.67",GBP,"241-DIVIDEND Our Ref : GB0007980591 1705/ /COUP/3/ 90,000 BP for securities account LX003111651 Ex Date : 11/05/2017 Unit price : 0.07756300 GBP Gross : 6,980.67 GBP Tax : 0",FR11926174002,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,30/06/2017,30/06/2017,,"7,336.00",GBP,"241-COUPON PAYMENT Our Ref : IE00B0M63060 1706/ /COUP/1/ 40,000 ISH.UK DIV.UCITS for securities account LX003111651 Ex Date : 15/06/2017 Unit price : 0.18340000 GBP Gross : 7,336.00 GBP Tax : 0",FR11964962002,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2017,23/06/2017,,445.00,USD,MARGE CACEIS derives listes Du 23/06/2017 .,,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2017,23/06/2017,,"5,985.00",USD,"241-DIVIDEND Our Ref : US37045V1008 1706/ /COUP/3/ 22,500 GENERAL MOTORS for securities account LX003111651 Ex Date : 07/06/2017 Unit price : 0.38000000 USD Gross : 8,550.00 USD Tax : 30.0000",FR11926072002,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2017,23/06/2017,"976,875.00",,USD,"231-PURCH 4,000 SSGA SPDR SP 500 Your Ref : YMIDL49JGEO300 Our Ref : 2705100075997990 IE00B6YX5C33 SSGA SPDR SP 500 for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 244.20875 USD",075997990,YMIDL49JGEO300,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2017,23/06/2017,3.60,,USD,commissions de courtage,,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2017,23/06/2017,"87,120.00",,USD,DEPOSIT CACEIS derives listes Du 23/06/2017 .,,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2017,23/06/2017,30.42,,USD,commissions de compensation,,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"243,400.00",USD,"232-SALE 1,000 SSGA SPDR SP 500 Your Ref : YMIDL49OHYF000 Our Ref : 2705100076053262 IE00B6YX5C33 SSGA SPDR SP 500 for securities account LX003111651 Trade Date : 22/06/2017 Unit price : 243.41 USD",076053262,YMIDL49OHYF000,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"153,268.77",USD,"232-SALE 29,600 ENSCO CL.A Your Ref : YMIDL49JE2RL00 Our Ref : 2705100075997354 GB00B4VLR192 ENSCO CL.A for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 5.188112 USD",075997354,YMIDL49JE2RL00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,"360,066.50",,USD,"231-PURCH 6,000 EMERSON ELECTRIC Your Ref : YMIDL49JFIKN00 Our Ref : 2705100075997543 US2910111044 EMERSON ELECTRIC for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 60.001083 USD",075997543,YMIDL49JFIKN00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,"223,744.00",,USD,"231-PURCH 8,000 GENERAL ELECTRIC Your Ref : YMIDL49JFCWS00 Our Ref : 2705100075997429 US3696041033 GENERAL ELECTRIC for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 27.958 USD",075997429,YMIDL49JFCWS00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,"9,680.00",,USD,DEPOSIT CACEIS derives listes Du 26/06/2017 .,,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"243,140.00",USD,"232-SALE 1,000 SSGA SPDR SP 500 Your Ref : YMIDL49NQXGY00 Our Ref : 2705100076027327 IE00B6YX5C33 SSGA SPDR SP 500 for securities account LX003111651 Trade Date : 22/06/2017 Unit price : 243.15 USD",076027327,YMIDL49NQXGY00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"465,904.16",USD,"232-SALE 4,400 CATERPILLAR Your Ref : YMIDL49JFEBX00 Our Ref : 2705100075997491 US1491231015 CATERPILLAR for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 105.899618 USD",075997491,YMIDL49JFEBX00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"243,370.00",USD,"232-SALE 1,000 SSGA SPDR SP 500 Your Ref : YMIDL49OQZSE00 Our Ref : 2705100076053363 IE00B6YX5C33 SSGA SPDR SP 500 for securities account LX003111651 Trade Date : 22/06/2017 Unit price : 243.38 USD",076053363,YMIDL49OQZSE00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"243,330.00",USD,"232-SALE 1,000 SSGA SPDR SP 500 Your Ref : YMIDL49NJNCH00 Our Ref : 2705100076024737 IE00B6YX5C33 SSGA SPDR SP 500 for securities account LX003111651 Trade Date : 22/06/2017 Unit price : 243.34 USD",076024737,YMIDL49NJNCH00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,"446,420.70",,USD,"231-PURCH 13,000 INTEL Your Ref : YMIDL49JFJ1Q00 Our Ref : 2705100075997728 US4581401001 INTEL for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 34.330054 USD",075997728,YMIDL49JFJ1Q00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"3,330.00",USD,MARGE CACEIS derives listes Du 26/06/2017 .,,,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"437,793.08",USD,"232-SALE 3,250 JOHNSON JOHNSON Your Ref : YMIDL49JFHIS00 Our Ref : 2705100075997577 US4781601046 JOHNSON JOHNSON for securities account LX003111651 Trade Date : 21/06/2017 Unit price : 134.718498 USD",075997577,YMIDL49JFHIS00,03/07/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/06/2017,26/06/2017,,"243,625.00",USD,"232-SALE 1,000 SSGA SPDR SP 500 Your Ref : YMIDL49OMNTE00 Our Ref : 2705100076053320 IE00B6YX5C33 SSGA SPDR SP 500 for securities account LX003111651 Trade Date : 22/06/2017 Unit price : 243.635 USD",076053320,YMIDL49OMNTE00,03/07/2017,
