Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,02/01/2018,02/01/2018,"2,425.00",,USD,MARGE CACEIS derives listes Du 01/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,03/01/2018,03/01/2018,,"4,225.00",USD,MARGE CACEIS derives listes Du 03/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,04/01/2018,04/01/2018,,"5,628.00",USD,"241-DIVIDEND Our Ref : US6937181088 1712/ /COUP/3/ 6,700 PACCAR INC for securities account LX003111651 Ex Date : 13/12/2017 Unit price : 1.20000000 USD Gross : 8,040.00 USD Tax : 30.0000",FR12697700002,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,04/01/2018,04/01/2018,,"4,500.00",USD,MARGE CACEIS derives listes Du 04/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,05/01/2018,05/01/2018,,"3,225.00",USD,MARGE CACEIS derives listes Du 05/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,08/01/2018,08/01/2018,,"4,700.00",USD,MARGE CACEIS derives listes Du 08/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,08/01/2018,08/01/2018,,"6,367.20",USD,"241-DIVIDEND Our Ref : US58933Y1055 1712/ /COUP/3/ 18,950 MERCK for securities account LX003111651 Ex Date : 14/12/2017 Unit price : 0.48000000 USD Gross : 9,096.00 USD Tax : 30.0000",FR12708311002,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,09/01/2018,09/01/2018,,"1,050.00",USD,MARGE CACEIS derives listes Du 09/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,02/01/2018,02/01/2018,,113.00,EUR,DEPOSIT CACEIS derives listes Du 01/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,02/01/2018,02/01/2018,"1,820.00",,EUR,MARGE CACEIS derives listes Du 01/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,03/01/2018,03/01/2018,,310.80,EUR,DEPOSIT CACEIS derives listes Du 03/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,03/01/2018,03/01/2018,"5,005.00",,EUR,MARGE CACEIS derives listes Du 03/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,03/01/2018,03/01/2018,"96,864.00",,EUR,LU1240908902 RED 600 shares TFC DHARMARESEARCH User:admind I0000035610 / 20585746,,0618493000,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,04/01/2018,04/01/2018,,"13,195.00",EUR,MARGE CACEIS derives listes Du 04/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,04/01/2018,04/01/2018,819.50,,EUR,DEPOSIT CACEIS derives listes Du 04/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,04/01/2018,04/01/2018,,"49,999.98",EUR,LU1240908902 SUB 311.74 shares TFC DHARMARESEARCH User:admind I0000012013 / 20617681,,0618493000,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,05/01/2018,05/01/2018,,"15,015.00",EUR,MARGE CACEIS derives listes Du 05/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,05/01/2018,05/01/2018,932.50,,EUR,DEPOSIT CACEIS derives listes Du 05/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/01/2018,08/01/2018,960.80,,EUR,DEPOSIT CACEIS derives listes Du 08/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/01/2018,08/01/2018,,"15,470.00",EUR,MARGE CACEIS derives listes Du 08/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,09/01/2018,09/01/2018,,"5,460.00",EUR,MARGE CACEIS derives listes Du 09/01/2018 .,,,10/01/2018,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,09/01/2018,09/01/2018,339.10,,EUR,DEPOSIT CACEIS derives listes Du 09/01/2018 .,,,10/01/2018,
