Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,08/11/2016,04/11/2016,,"249,968.64",USD,"231-ANPURCH 15,450 POTASH SASKATCHEW. Your Ref : 0702240001 Our Ref : 2705100069231049 Cancellation CA73755L1076 POTASH SASKATCHEW. for securities account LX003111651 Unit price : 16.2035 USD",069231049,0702240001,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,10/11/2016,04/11/2016,,"249,968.64",USD,"232-SALE 15,450 POTASH SASKATCHEW. Your Ref : 0702242001 Our Ref : 2705100069505352 CA73755L1076 POTASH SASKATCHEW. for securities account LX003111651 Trade Date : 01/11/2016 Unit price : 16.2035 USD",069505352,0702242001,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,11/11/2016,10/11/2016,,"2,554.39",USD,"241-DIVIDEND Our Ref : US0378331005 1611/ /COUP/1/ 6,402 APPLE for securities account LX003111651 Ex Date : 03/11/2016 Unit price : 0.57000000 USD Gross : 3,649.14 USD Tax : 30.0000",FR10932140002,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/11/2016,08/11/2016,216.66,,EUR,511-VRT000000264896-FSF- Transfer of EUR 216.66 in favour of REGISTER AND TRANSFER AGENT FEES /F207/TRANSF.AGENCY FEES JULY 2016,VRT264896,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/11/2016,08/11/2016,208.33,,EUR,511-VRT000000264893-FSF- Transfer of EUR 208.33 in favour of DOMICILIARY AGENT FEES /F206/DOMICILIARY FEES JULY 2016,VRT264893,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/11/2016,08/11/2016,110.00,,EUR,511-VRT000000264913-FSF- Transfer of EUR 110.00 in favour of REGISTER AND TRANSFER AGENT FEES TA TRANSACTION FEES JULY 2016,VRT264913,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/11/2016,08/11/2016,738.10,,EUR,511-VRT000000264907-FSF- Transfer of EUR 738.10 in favour of COMMISSIONS DETENTION D'AVOIRS DE T SUB-CUSTODIAN FEES JULY 2016,VRT264907,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/11/2016,08/11/2016,58.50,,EUR,511-VRT000000264910-FSF- Transfer of EUR 50.00 in favour of INFINIS/OLIS 17.0000   V.A.T.: EUR 8.50 OLIS FEES JULY 2016,VRT264910,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/11/2016,08/11/2016,"2,070.31",,EUR,"511-VRT000000264887-FSF- Transfer of EUR 2,070.31 in favour of CENTRAL ADMINISTRATION FEES /F201/NAV CALCULATION FEES JULY 2016",VRT264887,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/11/2016,08/11/2016,"1,035.16",,EUR,"511-VRT000000264890-FSF- Transfer of EUR 1,035.16 in favour of CUSTODIAN BANK FEES /F204/SAFEKEEPING FEES JULY 2016",VRT264890,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,08/11/2016,08/11/2016,361.08,,EUR,511-VRT000000264901-FSF- Transfer of EUR 316.74 in favour of CUSTODIAN BANK FEES 14.0000   V.A.T.: EUR 44.34 /F219/SUP CUSTODY FEES JULY 2016,VRT264901,,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,09/11/2016,09/11/2016,129.45,,EUR,110-Ext.Ref:FSF155903000205 Our Ref: userEMO INT008182312TRX Transfer of EUR 129.45 in favour of CACEIS BANK LUX ./F223/DONNELLEY FINANCIAL SOLUTIONS LUX/TRANSLATION FEES 08.16 DE,008182312/008331,FSF155903000205,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,09/11/2016,09/11/2016,611.11,,EUR,511-VRT000000265460-FSF- Transfer of EUR 611.11 in favour of COMMISSIONS TRANSFERT CASH ./C921/EMIR 2T16,VRT265460,20161109158339,15/11/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,09/11/2016,09/11/2016,97.63,,EUR,511-VRT000000265457-FSF- Transfer of EUR 97.63 in favour of REGISTER AND TRANSFER AGENT FEES ./F222/MAINTENANCE COMPTE TA 3T16,VRT265457,20161109158336,15/11/2016,
