Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,28/07/2017,28/07/2017,"303,095.33",,GBP,"231-PURCH 50,000 BAE SYSTEMS Your Ref : YMIDL4CBE2PE00 Our Ref : 2705100076995928 GB0002634946 BAE SYSTEMS for securities account LX003111651 Trade Date : 26/07/2017 Unit price : 6.029928 GBP",076995928,YMIDL4CBE2PE00,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,28/07/2017,28/07/2017,,"393,147.84",GBP,"232-SALE 43,000 ISH.UK DIV.UCITS Your Ref : YMIDL4CBE7GW00 Our Ref : 2705100076996084 IE00B0M63060 ISH.UK DIV.UCITS for securities account LX003111651 Trade Date : 26/07/2017 Unit price : 9.145769 GBP",076996084,YMIDL4CBE7GW00,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,28/07/2017,28/07/2017,,"3,729.72",USD,"241-DIVIDEND Our Ref : US2605431038 1706/ /COUP/1/ 11,583 DOW CHEMICAL for securities account LX003111651 Ex Date : 28/06/2017 Unit price : 0.46000000 USD Gross : 5,328.18 USD Tax : 30.0000",FR12092316002,,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,28/07/2017,28/07/2017,"1,400.00",,USD,MARGE CACEIS derives listes Du 28/07/2017 .,,,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,31/07/2017,31/07/2017,"360,835.50",,USD,"231-PURCH 3,000 UNITED TECHNO. Your Ref : YMIDL4CBE5CV00 Our Ref : 2705100076995972 US9130171096 UNITED TECHNO. for securities account LX003111651 Trade Date : 26/07/2017 Unit price : 120.2685 USD",076995972,YMIDL4CBE5CV00,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,31/07/2017,31/07/2017,,"519,295.25",USD,"232-SALE 10,800 COACH Your Ref : YMIDL4CBFVRG00 Our Ref : 2705100076996141 US1897541041 COACH for securities account LX003111651 Trade Date : 26/07/2017 Unit price : 48.094005 USD",076996141,YMIDL4CBFVRG00,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,31/07/2017,31/07/2017,,"503,285.37",USD,"232-SALE 6,800 GILEAD SCIENCES Your Ref : YMIDL4CBFWRS00 Our Ref : 2705100076996144 US3755581036 GILEAD SCIENCES for securities account LX003111651 Trade Date : 26/07/2017 Unit price : 74.024265 USD",076996144,YMIDL4CBFWRS00,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,31/07/2017,31/07/2017,,"276,186.19",USD,"232-SALE 3,200 DARDEN RESTAURANTS Your Ref : YMIDL4CBFVBG00 Our Ref : 2705100076996142 US2371941053 DARDEN RESTAURANTS for securities account LX003111651 Trade Date : 26/07/2017 Unit price : 86.320178 USD",076996142,YMIDL4CBFVBG00,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,31/07/2017,31/07/2017,,"506,816.98",USD,"232-SALE 4,450 CATERPILLAR Your Ref : YMIDL4CBFSMR00 Our Ref : 2705100076996137 US1491231015 CATERPILLAR for securities account LX003111651 Trade Date : 26/07/2017 Unit price : 113.904088 USD",076996137,YMIDL4CBFSMR00,07/08/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,31/07/2017,31/07/2017,"1,600.00",,USD,MARGE CACEIS derives listes Du 31/07/2017 .,,,07/08/2017,
