Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,30/11/2016,30/11/2016,,"4,300.00",GBP,"241-DIVIDEND Our Ref : GB0002634946 1610/ /COUP/1/ 50,000 BAE SYSTEMS for securities account LX003111651 Ex Date : 20/10/2016 Unit price : 0.08600000 GBP Gross : 4,300.00 GBP Tax : 0",FR10993808002,,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,21/11/2016,21/11/2016,,"2,075.15",USD,"241-DIVIDEND Our Ref : US1491231015 1610/ /COUP/1/ 3,850 CATERPILLAR for securities account LX003111651 Ex Date : 20/10/2016 Unit price : 0.77000000 USD Gross : 2,964.50 USD Tax : 30.0000",FR10987306002,,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,30/11/2016,01/12/2016,494.93,,USD,Interest statement Period from 01/11/2016 to 30/11/2016 Credit interest : 0.00 USD Debit interest : 494.93 USD Credit int adjustment : 0.00 USD Debit int adjustment : 0.00 USD,WGSIN020PCHPAY,WGS020PCH,01/12/2016,
0031116,TFC DHARMARESEARCH EQUITY FUND,IBAN LU31 007S 0031 1160 8SEK,30/11/2016,01/12/2016,"2,990.89",,SEK,"Interest statement Period from 01/11/2016 to 30/11/2016 Credit interest : -120.92 SEK Debit interest : 2,869.97 SEK Credit int adjustment : 0.00 SEK Debit int adjustment : 0.00 SEK",WGSIN020PCKPAY,WGS020PCK,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,25/11/2016,25/11/2016,40.00,,EUR,511-VRT000000281542-FSF- Transfer of EUR 40.00 in favour of REGISTER AND TRANSFER AGENT FEES /F222/TA TRANSACTION FEES SEPTEMBER 2016,VRT281542,,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,25/11/2016,25/11/2016,58.50,,EUR,511-VRT000000281557-FSF- Transfer of EUR 50.00 in favour of INFINIS/OLIS 17.0000   V.A.T.: EUR 8.50 /F211/OLIS FEES SEPTEMBER 2016,VRT281557,,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,28/11/2016,25/11/2016,761.77,,EUR,INVOICE ref. FE-27051-1966/16 MON 09/30/2016 TFC DHARMARESEARCH EQUITY FUND /F203/SUB-CUSTODY FEE,,,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,29/11/2016,29/11/2016,205.00,,EUR,511-VRT000000283161-FSF- Transfer of EUR 205.00 in favour of REGISTER AND TRANSFER AGENT FEES /F222/TA TRANSACTION FEES OCTOBER 2016,VRT283161,,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,29/11/2016,29/11/2016,58.50,,EUR,511-VRT000000283206-FSF- Transfer of EUR 50.00 in favour of INFINIS/OLIS 17.0000   V.A.T.: EUR 8.50 /F799/OLIS FEES OCTOBER 2016,VRT283206,,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,30/11/2016,29/11/2016,767.97,,EUR,INVOICE ref. FE-27051-1976/16 MON 10/31/2016 TFC DHARMARESEARCH EQUITY FUND,,,01/12/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,30/11/2016,01/12/2016,425.88,,EUR,Interest statement Period from 01/11/2016 to 30/11/2016 Credit interest : -425.88 EUR Debit interest : 0.00 EUR Credit int adjustment : 0.00 EUR Debit int adjustment : 0.00 EUR,WGSIN020PCPPAY,WGS020PCP,01/12/2016,
0031116,TFC DHARMARESEARCH EQUITY FUND,IBAN LU81 007S 0031 1160 5CHF,30/11/2016,01/12/2016,"1,129.81",,CHF,"Interest statement Period from 01/11/2016 to 30/11/2016 Credit interest : -1,129.81 CHF Debit interest : 0.00 CHF Credit int adjustment : 0.00 CHF Debit int adjustment : 0.00 CHF",WGSIN020PCJPAY,WGS020PCJ,01/12/2016,
