Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"6,035.00",USD,"241-DIVIDEND Our Ref : NL0009434992 1703/ /COUP/1/ 7,100 LYONDELLBASELL A for securities account LX003111651 Ex Date : 02/03/2017 Unit price : 0.85000000 USD Gross : 6,035.00 USD Tax : 0",FR11388216004,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"317,618.44",USD,"232-SALE 9,400 PFIZER Your Ref : YMIDL3ZPQGKK00 Our Ref : 2705100072903790 US7170811035 PFIZER for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 33.799933 USD",072903790,YMIDL3ZPQGKK00,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"332,499.26",USD,"232-SALE 5,200 ABBVIE Your Ref : YMIDL3ZPQHCM00 Our Ref : 2705100072903798 US00287Y1091 ABBVIE for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 63.95356 USD",072903798,YMIDL3ZPQHCM00,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,"471,358.19",,USD,"231-PURCH 6,800 GILEAD SCIENCES Your Ref : YMIDL3ZPRCWU00 Our Ref : 2705100072903831 US3755581036 GILEAD SCIENCES for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 69.307381 USD",072903831,YMIDL3ZPRCWU00,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"356,729.67",USD,"232-SALE 4,300 ELI LILLY Your Ref : YMIDL3ZPQINA00 Our Ref : 2705100072903809 US5324571083 ELI LILLY for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 82.972198 USD",072903809,YMIDL3ZPQINA00,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"138,108.49",USD,"232-SALE 2,700 BAXTER INTL Your Ref : YMIDL3ZPQFBR00 Our Ref : 2705100072903785 US0718131099 BAXTER INTL for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 51.162407 USD",072903785,YMIDL3ZPQFBR00,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"7,150.00",USD,MARGE CACEIS d riv s list s Du 13/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"424,664.30",USD,"232-SALE 6,500 MERCK Your Ref : YMIDL3ZPQI2J00 Our Ref : 2705100072903820 US58933Y1055 MERCK for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 65.344394 USD",072903820,YMIDL3ZPQI2J00,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,13/03/2017,13/03/2017,,"1,021,950.14",USD,"232-SALE 21,100 SEAGATE TECHNOLOGY Your Ref : YMIDL3ZPYIFP00 Our Ref : 2705100072903990 IE00B58JVZ52 SEAGATE TECHNOLOGY for securities account LX003111651 Trade Date : 08/03/2017 Unit price : 48.444712 USD",072903990,YMIDL3ZPYIFP00,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,14/03/2017,14/03/2017,,"4,319.70",USD,"241-DIVIDEND Our Ref : US12673P1057 1702/ /COUP/1/ 24,200 C A INC for securities account LX003111651 Ex Date : 14/02/2017 Unit price : 0.25500000 USD Gross : 6,171.00 USD Tax : 30.0000",FR11392302002,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,14/03/2017,14/03/2017,,"4,160.00",USD,MARGE CACEIS d riv s list s Du 14/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/03/2017,15/03/2017,"11,180.00",,USD,MARGE CACEIS d riv s list s Du 15/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/03/2017,14/03/2017,,"4,760.00",USD,"241-DIVIDEND Our Ref : US4781601046 1702/ /COUP/1/ 8,500 JOHNSON JOHNSON for securities account LX003111651 Ex Date : 24/02/2017 Unit price : 0.80000000 USD Gross : 6,800.00 USD Tax : 30.0000",FR11392074002,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/03/2017,15/03/2017,,"1,099.00",USD,"241-DIVIDEND Our Ref : US0382221051 1702/ /COUP/1/ 15,700 APPLIED MATERIALS for securities account LX003111651 Ex Date : 17/02/2017 Unit price : 0.10000000 USD Gross : 1,570.00 USD Tax : 30.0000",FR11397837002,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,16/03/2017,16/03/2017,10.40,,USD,commissions de courtage,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,16/03/2017,16/03/2017,87.88,,USD,commissions de compensation,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,16/03/2017,16/03/2017,,"22,360.00",USD,MARGE CACEIS d riv s list s Du 16/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,17/03/2017,17/03/2017,"1,950.00",,USD,MARGE CACEIS d riv s list s Du 17/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,17/03/2017,17/03/2017,,296.00,USD,"241-DIVIDEND Our Ref : GB00B4VLR192 1703/ /COUP/1/ 29,600 ENSCO CL.A for securities account LX003111651 Ex Date : 02/03/2017 Unit price : 0.01000000 USD Gross : 296.00 USD Tax : 0",FR11410469002,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,20/03/2017,20/03/2017,"5,070.00",,USD,MARGE CACEIS d riv s list s Du 20/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,21/03/2017,21/03/2017,"6,370.00",,USD,MARGE CACEIS d riv s list s Du 21/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/03/2017,22/03/2017,"36,530.00",,USD,MARGE CACEIS d riv s list s Du 22/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/03/2017,22/03/2017,,"4,257.22",USD,"241-DIVIDEND Our Ref : US7475251036 1702/ /COUP/1/ 11,475 QUALCOMM for securities account LX003111651 Ex Date : 27/02/2017 Unit price : 0.53000000 USD Gross : 6,081.75 USD Tax : 30.0000",FR11431780002,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,14/03/2017,14/03/2017,746.20,,EUR,DEPOSIT CACEIS d riv s list s Du 14/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,14/03/2017,14/03/2017,"50,451.35",,EUR,"110-Ext.Ref:FSF170599000460 Our Ref: userEMO INT009285583TRX Transfer of EUR 50,451.35 in favour of CACEIS BANK LUX ./F301/TWENTY FIRST CAPITAL/MGT FEES 02/17",009285583/009457,FSF170599000460,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,14/03/2017,14/03/2017,,"11,680.00",EUR,MARGE CACEIS d riv s list s Du 14/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,15/03/2017,15/03/2017,"10,220.00",,EUR,MARGE CACEIS d riv s list s Du 15/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,15/03/2017,15/03/2017,,652.90,EUR,DEPOSIT CACEIS d riv s list s Du 15/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,16/03/2017,16/03/2017,58.40,,EUR,commissions de courtage,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,16/03/2017,16/03/2017,,"12,530.00",EUR,MARGE CACEIS d riv s list s Du 16/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,16/03/2017,16/03/2017,204.40,,EUR,commissions de compensation,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,16/03/2017,16/03/2017,,"1,945.00",EUR,DEPOSIT CACEIS d riv s list s Du 16/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,17/03/2017,17/03/2017,"1,167.90",,EUR,DEPOSIT CACEIS d riv s list s Du 17/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,17/03/2017,17/03/2017,,"18,250.00",EUR,MARGE CACEIS d riv s list s Du 17/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,20/03/2017,20/03/2017,,"4,380.00",EUR,MARGE CACEIS d riv s list s Du 20/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,20/03/2017,20/03/2017,,15.80,EUR,DEPOSIT CACEIS d riv s list s Du 20/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,"2,946.80",EUR,"111-VRT000000351796-FSF- Transfer of EUR 2,946.80 from TWENTY FIRST CAPITAL SHANTI INDIASE F103",VRT351796,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,"1,963.64",EUR,"111-VRT000000351792-FSF- Transfer of EUR 1,963.64 from TWENTY FIRST CAPITAL LUX RENDM EURO F102",VRT351792,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,"1,377.07",EUR,"111-VRT000000351797-FSF- Transfer of EUR 1,377.07 from TWENTY FIRST CAPITAL SHANTI GEM BON F103",VRT351797,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,75.14,EUR,111-VRT000000351784-FSF- Transfer of EUR 75.14 from TWENTY FIRST CAPITAL SMIDCAPS FLEX F101,VRT351784,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,"6,677.66",EUR,"111-VRT000000351799-FSF- Transfer of EUR 6,677.66 from TWENTY FIRST CAPITAL LUX RENDM EURO F103",VRT351799,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,139.90,EUR,DEPOSIT CACEIS d riv s list s Du 21/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,267.34,EUR,111-VRT000000351790-FSF- Transfer of EUR 267.34 from TWENTY FIRST CAPITAL SHANTI GEM BON F102,VRT351790,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,74.93,EUR,111-VRT000000351789-FSF- Transfer of EUR 74.93 from TWENTY FIRST CAPITAL SHANTI INDIASE F102,VRT351789,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,435.68,EUR,111-VRT000000351785-FSF- Transfer of EUR 435.68 from TWENTY FIRST CAPITAL LUX RENDM EURO F101,VRT351785,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,330.01,EUR,111-VRT000000351791-FSF- Transfer of EUR 330.01 from TWENTY FIRST CAPITAL SMIDCAPS FLEX F102,VRT351791,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,56.67,EUR,111-VRT000000351783-FSF- Transfer of EUR 56.67 from TWENTY FIRST CAPITAL SHANTI GEM BON F101,VRT351783,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,"2,190.00",,EUR,MARGE CACEIS d riv s list s Du 21/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/03/2017,21/03/2017,,"1,699.88",EUR,"111-VRT000000351798-FSF- Transfer of EUR 1,699.88 from TWENTY FIRST CAPITAL SMIDCAPS FLEX F103",VRT351798,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,22/03/2017,22/03/2017,"13,870.00",,EUR,MARGE CACEIS d riv s list s Du 22/03/2017 .,,,23/03/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,22/03/2017,22/03/2017,,886.10,EUR,DEPOSIT CACEIS d riv s list s Du 22/03/2017 .,,,23/03/2017,
0031116,TFC DHARMARESEARCH EQUITY FUND,IBAN LU81 007S 0031 1160 5CHF,20/03/2017,20/03/2017,,"20,787.00",CHF,"241-DIVIDEND Our Ref : CH0012032048 1703/ /COUP/3/ 3,900 ROCHE HOLDING BJ for securities account LX003111651 Ex Date : 16/03/2017 Unit price : 8.20000000 CHF Gross : 31,980.00 CHF Tax : 35.0000",FR11414814002,,23/03/2017,
