Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/05/2017,15/05/2017,,"11,440.00",USD,DEPOSIT CACEIS derives listes Du 15/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/05/2017,15/05/2017,"3,120.00",,USD,MARGE CACEIS derives listes Du 15/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,15/05/2017,15/05/2017,,"3,315.20",USD,"241-DIVIDEND Our Ref : US00287Y1091 1704/ /COUP/3/ 7,400 ABBVIE for securities account LX003111651 Ex Date : 11/04/2017 Unit price : 0.64000000 USD Gross : 4,736.00 USD Tax : 30.0000",FR11699032002,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,16/05/2017,16/05/2017,,"12,610.00",USD,MARGE CACEIS derives listes Du 16/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,17/05/2017,17/05/2017,"1,690.00",,USD,MARGE CACEIS derives listes Du 17/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,18/05/2017,18/05/2017,"51,480.00",,USD,MARGE CACEIS derives listes Du 18/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,19/05/2017,18/05/2017,,"1,412.08",USD,"241-DIVIDEND Our Ref : US0378331005 1705/ /COUP/3/ 3,202 APPLE for securities account LX003111651 Ex Date : 11/05/2017 Unit price : 0.63000000 USD Gross : 2,017.26 USD Tax : 30.0000",FR11748730002,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,19/05/2017,19/05/2017,,"7,930.00",USD,MARGE CACEIS derives listes Du 19/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/05/2017,22/05/2017,,"23,270.00",USD,MARGE CACEIS derives listes Du 22/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/05/2017,22/05/2017,,"4,770.15",USD,"241-DIVIDEND Our Ref : US1491231015 1704/ /COUP/3/ 8,850 CATERPILLAR for securities account LX003111651 Ex Date : 20/04/2017 Unit price : 0.77000000 USD Gross : 6,814.50 USD Tax : 30.0000",FR11747969002,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/05/2017,23/05/2017,,"14,560.00",USD,MARGE CACEIS derives listes Du 23/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,24/05/2017,24/05/2017,,"86,020.00",USD,DEPOSIT CACEIS derives listes Du 24/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,24/05/2017,24/05/2017,3.40,,USD,commissions de courtage,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,24/05/2017,24/05/2017,,"4,015.00",USD,MARGE CACEIS derives listes Du 24/05/2017 .,,,25/05/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,24/05/2017,24/05/2017,28.73,,USD,commissions de compensation,,,25/05/2017,
