Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,20/01/2017,20/01/2017,"2,000.00",,USD,MARGE CACEIS d riv s list s Du 20/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/01/2017,23/01/2017,,"1,720.00",USD,MARGE CACEIS d riv s list s Du 23/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,24/01/2017,24/01/2017,"1,560.00",,USD,MARGE CACEIS d riv s list s Du 24/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,25/01/2017,25/01/2017,,"5,040.00",USD,MARGE CACEIS d riv s list s Du 25/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,25/01/2017,25/01/2017,,"5,460.00",USD,"241-DIVIDEND Our Ref : US17275R1023 1701/ /COUP/1/ 30,000 CISCO SYSTEMS for securities account LX003111651 Ex Date : 04/01/2017 Unit price : 0.26000000 USD Gross : 7,800.00 USD Tax : 30.0000",FR11205146002,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,26/01/2017,26/01/2017,,"7,720.00",USD,MARGE CACEIS d riv s list s Du 26/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,27/01/2017,27/01/2017,,80.00,USD,MARGE CACEIS d riv s list s Du 27/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,20/01/2017,20/01/2017,,94.40,EUR,DEPOSIT CACEIS d riv s list s Du 20/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,20/01/2017,20/01/2017,"1,480.00",,EUR,MARGE CACEIS d riv s list s Du 20/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,20/01/2017,20/01/2017,"5,087.69",,EUR,"112-VRT000000320041-FSF- Transfer of EUR 5,087.69 in favour of CACEIS BANK LUX /F603/TAXE ABONNEMENT Q4 16 CLASSE",VRT320041,TAB Q4 16,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,23/01/2017,23/01/2017,370.00,,EUR,MARGE CACEIS d riv s list s Du 23/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,23/01/2017,23/01/2017,,24.30,EUR,DEPOSIT CACEIS d riv s list s Du 23/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,24/01/2017,24/01/2017,"5,550.00",,EUR,MARGE CACEIS d riv s list s Du 24/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,24/01/2017,24/01/2017,,354.80,EUR,DEPOSIT CACEIS d riv s list s Du 24/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,25/01/2017,25/01/2017,188.90,,EUR,DEPOSIT CACEIS d riv s list s Du 25/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,25/01/2017,25/01/2017,,"2,960.00",EUR,MARGE CACEIS d riv s list s Du 25/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,26/01/2017,26/01/2017,"1,251.00",,EUR,DEPOSIT CACEIS d riv s list s Du 26/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,26/01/2017,26/01/2017,,"159,999.88",EUR,"LU1240908902 SUB 1,079.33 shares TFC DHARMARESEARCH User:admind I0000012013 / 12448922",,0618493000,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,26/01/2017,26/01/2017,,"19,610.00",EUR,MARGE CACEIS d riv s list s Du 26/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,27/01/2017,27/01/2017,47.00,,EUR,DEPOSIT CACEIS d riv s list s Du 27/01/2017 .,,,30/01/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,27/01/2017,27/01/2017,,740.00,EUR,MARGE CACEIS d riv s list s Du 27/01/2017 .,,,30/01/2017,
