Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,22/06/2016,22/06/2016,,"100,000.00",GBP,"331-WGS000032979812-BOM- SPOT FOREIGN EXCHANGE : your purchase of GBP 100,000.00 against USD 147,210.00 at the rate of USD/GBP 1.47210000 Transaction date : 22/06/2016 Value date : 22/06/2016",WGS032979812,WGSVA6TDF,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,28/06/2016,28/06/2016,,"100,000.00",GBP,"331-WGS000032993150-BOM- SPOT FOREIGN EXCHANGE : your purchase of GBP 100,000.00 against USD 136,450.00 at the rate of USD/GBP 1.36450000 Transaction date : 24/06/2016 Value date : 28/06/2016",WGS032993150,WGSVA6YL7,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU07 007S 0031 1160 3GBP,29/06/2016,28/06/2016,"79,118.50",,GBP,"231-PURCH 20,000 BT GROUP Your Ref : 0632431001 Our Ref : 2705100064731111 GB0030913577 BT GROUP for securities account LX003111651 Trade Date : 24/06/2016 Unit price : 3.95 GBP",064731111,0632431001,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,20/06/2016,17/06/2016,,96.00,USD,"241-DIVIDEND Our Ref : GB00B4VLR192 1606/ /COUP/1/ 9,600 ENSCO CL.A for securities account LX003111651 Ex Date : 02/06/2016 Unit price : 0.01000000 USD Gross : 96.00 USD Tax : 0",FR10440276002,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,20/06/2016,20/06/2016,"14,625.00",,USD,MARGE CACEIS d riv s list s Du 20/06/2016 .,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,21/06/2016,21/06/2016,,"19,125.00",USD,MARGE CACEIS d riv s list s Du 21/06/2016 .,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/06/2016,22/06/2016,,"7,750.00",USD,MARGE CACEIS d riv s list s Du 22/06/2016 .,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/06/2016,22/06/2016,,"2,838.15",USD,"241-DIVIDEND Our Ref : US7475251036 1605/ /COUP/1/ 7,650 QUALCOMM for securities account LX003111651 Ex Date : 27/05/2016 Unit price : 0.53000000 USD Gross : 4,054.50 USD Tax : 30.0000",FR10422593002,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/06/2016,22/06/2016,"147,210.00",,USD,"332-WGS000032979812-BOM- SPOT FOREIGN EXCHANGE : your purchase of GBP 100,000.00 against USD 147,210.00 at the rate of USD/GBP 1.47210000 Transaction date : 22/06/2016 Value date : 22/06/2016",WGS032979812,WGSVA6TDF,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/06/2016,22/06/2016,"907,440.00",,USD,"332-WGS000032957904-BOM- SPOT FOREIGN EXCHANGE : your purchase of EUR 800,000.00 against USD 907,440.00 at the rate of USD/EUR 1.13430000 Transaction date : 20/06/2016 Value date : 22/06/2016",WGS032957904,WGSVA6LN1,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,22/06/2016,22/06/2016,"1,129,000.00",,USD,"332-WGS000032979786-BOM- SPOT FOREIGN EXCHANGE : your purchase of EUR 1,000,000.00 against USD 1,129,000.00 at the rate of USD/EUR 1.12900000 Transaction date : 22/06/2016 Value date : 22/06/2016",WGS032979786,WGSVA6TCD,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2016,23/06/2016,,"3,990.00",USD,"241-DIVIDEND Our Ref : US37045V1008 1606/ /COUP/1/ 15,000 GENERAL MOTORS for securities account LX003111651 Ex Date : 08/06/2016 Unit price : 0.38000000 USD Gross : 5,700.00 USD Tax : 30.0000",FR10429260002,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2016,23/06/2016,,"4,625.00",USD,MARGE CACEIS d riv s list s Du 23/06/2016 .,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,23/06/2016,23/06/2016,"4,625.00",,USD,MARGE CACEIS d riv s list s Du 23/06/2016 .,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,24/06/2016,24/06/2016,,"36,375.00",USD,MARGE CACEIS d riv s list s Du 24/06/2016 .,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,27/06/2016,27/06/2016,"60,062.50",,USD,MARGE CACEIS d riv s list s Du 27/06/2016 .,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,27/06/2016,27/06/2016,,"115,500.00",USD,DEPOSIT CACEIS d riv s list s Du 27/06/2016 .,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,27/06/2016,27/06/2016,41.75,,USD,commissions de compensation,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,27/06/2016,27/06/2016,5.00,,USD,commissions de courtage,,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,28/06/2016,28/06/2016,"136,450.00",,USD,"332-WGS000032993150-BOM- SPOT FOREIGN EXCHANGE : your purchase of GBP 100,000.00 against USD 136,450.00 at the rate of USD/GBP 1.36450000 Transaction date : 24/06/2016 Value date : 28/06/2016",WGS032993150,WGSVA6YL7,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,29/06/2016,29/06/2016,,"1,155.00",USD,"241-DIVIDEND Our Ref : US5128071082 1606/ /COUP/1/ 5,500 LAM RESEARCH for securities account LX003111651 Ex Date : 06/06/2016 Unit price : 0.30000000 USD Gross : 1,650.00 USD Tax : 30.0000",FR10454107002,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,"1,015.42",,EUR,"511-VRT000000124588-FSF- Transfer of EUR 1,015.42 in favour of CUSTODIAN BANK FEES /F204/SAFEKEEPING FEES 01/05/2016",VRT124588,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,208.33,,EUR,511-VRT000000124591-FSF- Transfer of EUR 208.33 in favour of DOMICILIARY AGENT FEES /F206/DOMICILIARY FEES 01/05/2016,VRT124591,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,45.00,,EUR,511-VRT000000124605-FSF- Transfer of EUR 45.00 in favour of REGISTER AND TRANSFER AGENT FEES /F222/TA TRANSACTION FEES 01/04/2016,VRT124605,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,"46,524.47",,EUR,"110-Ext.Ref:FSF146270000212 Our Ref: userEMO INT007111535TRX Transfer of EUR 46,524.47 in favour of CACEIS BANK LUX ./F301/TWENTY FIRST CAPITAL/MGT FEES 05/16",007111535/007241,FSF146270000212,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,"2,030.84",,EUR,"511-VRT000000124585-FSF- Transfer of EUR 2,030.84 in favour of CENTRAL ADMINISTRATION FEES /F201/NAV CALCULATION FEES 01/05/2016",VRT124585,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,58.50,,EUR,511-VRT000000124608-FSF- Transfer of EUR 50.00 in favour of INFINIS/OLIS 17.0000   V.A.T.: EUR 8.50 /F211/OLIS FEES 01/05/2016,VRT124608,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,220.00,,EUR,511-VRT000000124602-FSF- Transfer of EUR 220.00 in favour of REGISTER AND TRANSFER AGENT FEES /F222/TA TRANSACTION FEES 01/05/2016,VRT124602,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,216.66,,EUR,511-VRT000000124594-FSF- Transfer of EUR 216.66 in favour of REGISTER AND TRANSFER AGENT FEES /F207/TRANSF. AGENCY FEES 01/05/2016,VRT124594,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,353.58,,EUR,511-VRT000000124600-FSF- Transfer of EUR 310.16 in favour of CUSTODIAN BANK FEES 14.0000   V.A.T.: EUR 43.42 /F219/SUP. CUSTODY FEES 01/05/2016,VRT124600,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,21/06/2016,21/06/2016,699.85,,EUR,511-VRT000000125660-FSF- Transfer of EUR 699.85 in favour of COMMISSIONS DETENTION D'AVOIRS DE T SUB-CUSTODIAN FEES MAY 2016,VRT125660,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,22/06/2016,22/06/2016,,"1,000,000.00",EUR,"331-WGS000032979786-BOM- SPOT FOREIGN EXCHANGE : your purchase of EUR 1,000,000.00 against USD 1,129,000.00 at the rate of USD/EUR 1.12900000 Transaction date : 22/06/2016 Value date : 22/06/2016",WGS032979786,WGSVA6TCD,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,22/06/2016,22/06/2016,,"800,000.00",EUR,"331-WGS000032957904-BOM- SPOT FOREIGN EXCHANGE : your purchase of EUR 800,000.00 against USD 907,440.00 at the rate of USD/EUR 1.13430000 Transaction date : 20/06/2016 Value date : 22/06/2016",WGS032957904,WGSVA6LN1,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,23/06/2016,23/06/2016,,250.32,EUR,"241-DIVIDEND Our Ref : DE0007664039 1606/ /COUP/3/ 2,000 VOLKSWAGEN PRIV. for securities account LX003111651 Ex Date : 23/06/2016 Unit price : 0.17000000 EUR Gross : 340.00 EUR Tax : 26.3750",FR10437572002,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,24/06/2016,24/06/2016,"1,773.98",,EUR,"110-Ext.Ref:FSF146522000203 Our Ref: userEMO INT007137074TRX Transfer of EUR 1,773.98 in favour of CACEIS BANK LUX ./F712/APSLEY SPECIALTY LIMITED/INSURANCE FEES 10/06/16 TO 09/06/17",007137074/007267,FSF146522000203,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,28/06/2016,27/06/2016,,"2,695.11",EUR,"241-DIVIDEND Our Ref : GB00B03MLX29 1605/ /COUP/2/ 7,600 ROYAL DUTCH SHEL.A for securities account LX003111651 Ex Date : 19/05/2016 Unit price : 0.41720000 EUR Gross : 3,170.72 EUR Tax : 15.0000",FR10469956002,,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,29/06/2016,28/06/2016,"99,088.41",,EUR,231-PURCH 850 VOLKSWAGEN PRIV. Your Ref : 0632401001 Our Ref : 2705100064710405 DE0007664039 VOLKSWAGEN PRIV. for securities account LX003111651 Trade Date : 24/06/2016 Unit price : 116.4 EUR,064710405,0632401001,30/06/2016,
0031116,TFC DharmaResearch Equity Fund,IBAN LU38 007S 0031 1168 5EUR,29/06/2016,28/06/2016,"101,232.91",,EUR,"231-PURCH 5,500 AXA Your Ref : 0632442001 Our Ref : 2705100064710404 FR0000120628 AXA for securities account LX003111651 Trade Date : 24/06/2016 Unit price : 18.3418 EUR",064710404,0632442001,30/06/2016,
