Counterpart Reference,Counterpart Name,IBAN Code,Booking Date,Value Date,Debit,Credit,Currency,Description,Internal Transaction Reference,External Transaction Reference,Prepared Date,Disclaimer
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,30/10/2017,30/10/2017,,"16,800.00",USD,MARGE CACEIS derives listes Du 30/10/2017 .,,,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,31/10/2017,31/10/2017,"10,100.00",,USD,MARGE CACEIS derives listes Du 31/10/2017 .,,,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,31/10/2017,01/11/2017,,"1,234.81",USD,"Interest statement Period from 01/10/2017 to 31/10/2017 Credit interest : 1,234.81 USD Debit interest : 0.00 USD Credit int adjustment : 0.00 USD Debit int adjustment : 0.00 USD",WGSIN02D6SMPAY,WGS02D6SM,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,01/11/2017,01/11/2017,3.00,,USD,commissions de courtage,,,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,01/11/2017,01/11/2017,,"74,250.00",USD,DEPOSIT CACEIS derives listes Du 01/11/2017 .,,,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,01/11/2017,01/11/2017,25.35,,USD,commissions de compensation,,,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,01/11/2017,01/11/2017,,"2,000.00",USD,MARGE CACEIS derives listes Du 01/11/2017 .,,,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,01/11/2017,01/11/2017,,"5,247.90",USD,"241-DIVIDEND Our Ref : US3703341046 1710/ /COUP/3/ 15,300 GENERAL MILLS for securities account LX003111651 Ex Date : 06/10/2017 Unit price : 0.49000000 USD Gross : 7,497.00 USD Tax : 30.0000",FR12436694002,,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,02/11/2017,02/11/2017,,"251,391.19",USD,"232-SALE 3,000 MICROSOFT Your Ref : YMIDL4LKYCSS00 Our Ref : 2705100079601876 US5949181045 MICROSOFT for securities account LX003111651 Trade Date : 31/10/2017 Unit price : 83.809 USD",079601876,YMIDL4LKYCSS00,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,02/11/2017,02/11/2017,,525.00,USD,MARGE CACEIS derives listes Du 02/11/2017 .,,,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,02/11/2017,02/11/2017,"226,441.07",,USD,"231-PURCH 3,000 GILEAD SCIENCES Your Ref : YMIDL4LKYQ5400 Our Ref : 2705100079601966 US3755581036 GILEAD SCIENCES for securities account LX003111651 Trade Date : 31/10/2017 Unit price : 75.470357 USD",079601966,YMIDL4LKYQ5400,07/11/2017,
0031116,TFC DharmaResearch Equity Fund,IBAN LU17 007S 0031 1160 1USD,02/11/2017,02/11/2017,,"587,793.93",USD,"232-SALE 13,000 INTEL Your Ref : YMIDL4LKY2HP00 Our Ref : 2705100079602053 US4581401001 INTEL for securities account LX003111651 Trade Date : 31/10/2017 Unit price : 45.225962 USD",079602053,YMIDL4LKY2HP00,07/11/2017,
